timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
277756.0,-0.83,-0.62,0.02,8.12,4.52,118.41
277766.0,-0.84,-0.71,0.06,0.06,2.99,118.84
277776.0,-0.76,-0.59,0.07,8.73,3.6,117.92
277786.0,-0.81,-0.57,0.07,7.81,1.95,118.1
277796.0,-0.84,-0.68,0.02,3.05,2.87,118.96
277806.0,-0.76,-0.62,0.08,12.15,1.77,116.33
277816.0,-0.89,-0.51,0.04,11.84,2.87,117.07
277826.0,-0.91,-0.48,0.09,0.67,2.93,116.94
277836.0,-0.78,-0.51,0.06,2.44,2.75,117.37
277846.0,-0.9,-0.4,0.0,5.86,3.17,117.43
277856.0,-0.97,-0.45,0.11,-4.15,1.65,120.73
277866.0,-0.89,-0.43,0.08,8.3,3.11,115.3
277876.0,-0.92,-0.4,0.08,13.06,2.87,116.64
277886.0,-0.91,-0.38,0.07,4.27,2.2,117.0
277896.0,-0.95,-0.4,0.08,1.65,2.5,115.17
277906.0,-0.92,-0.35,0.08,4.88,1.89,114.81
277916.0,-0.93,-0.28,0.11,5.68,2.44,115.42
277926.0,-0.98,-0.27,0.14,4.76,3.3,114.5
277936.0,-0.97,-0.29,0.07,9.09,2.93,112.92
277946.0,-0.91,-0.25,0.12,4.76,5.13,111.82
277956.0,-0.9,-0.21,0.15,3.91,5.13,113.16
277966.0,-0.92,-0.2,0.15,5.62,5.68,111.27
277976.0,-1.04,-0.22,-0.01,-0.79,6.41,111.94
277986.0,-0.95,-0.33,0.15,-9.89,6.41,112.06
277996.0,-0.96,-0.2,0.03,23.68,7.57,112.12
278006.0,-0.96,-0.13,0.06,9.77,5.19,111.82
278016.0,-1.01,-0.17,-0.0,5.55,5.92,110.72
278026.0,-1.04,-0.17,0.0,6.41,5.37,110.78
278036.0,-1.04,-0.16,0.05,9.7,3.66,111.02
278046.0,-0.97,-0.07,0.04,0.61,4.21,111.51
278056.0,-0.99,-0.13,-0.01,7.02,2.87,108.89
278066.0,-1.09,-0.08,0.06,9.46,2.14,109.56
278076.0,-1.01,0.06,0.13,9.03,2.38,108.15
278086.0,-0.93,0.01,-0.01,10.62,0.79,105.9
278096.0,-1.01,-0.03,0.11,2.87,4.09,107.91
278106.0,-1.0,-0.03,0.08,7.81,3.42,107.6
278116.0,-1.0,0.11,0.15,7.08,4.33,105.47
278126.0,-1.02,0.02,0.09,2.14,5.37,108.95
278136.0,-0.95,0.04,0.07,4.52,5.25,108.15
278146.0,-0.99,0.06,0.12,5.25,6.1,108.7
278156.0,-1.05,0.17,0.09,11.78,4.52,106.99
278166.0,-0.98,0.16,0.01,13.0,4.09,104.74
278176.0,-1.06,0.18,0.0,7.14,5.0,105.22
