timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
618639.0,0.96,-0.19,0.12,-0.55,2.93,0.67
618649.0,0.97,-0.18,0.1,-0.24,2.69,0.92
618659.0,0.98,-0.19,0.09,-0.61,2.14,0.61
618669.0,0.96,-0.2,0.09,-0.49,2.26,0.73
618679.0,0.96,-0.19,0.09,-0.55,2.44,0.31
618689.0,0.97,-0.2,0.11,-0.06,2.2,0.31
618699.0,0.96,-0.18,0.1,-0.12,2.44,0.06
618709.0,0.96,-0.2,0.1,-0.43,2.2,0.24
618719.0,0.96,-0.19,0.09,-0.79,2.56,0.31
618729.0,0.96,-0.2,0.11,-0.06,2.32,0.24
618739.0,0.97,-0.19,0.09,-0.12,2.2,0.61
618749.0,0.96,-0.19,0.11,0.18,2.26,0.12
618759.0,0.96,-0.19,0.11,-0.67,2.62,0.31
618769.0,0.95,-0.2,0.11,-0.67,2.2,0.31
618779.0,0.96,-0.18,0.1,-0.06,2.26,0.37
618789.0,0.97,-0.2,0.11,-0.55,2.62,0.18
618799.0,0.96,-0.19,0.09,-0.49,2.2,-0.06
618809.0,0.96,-0.19,0.09,-0.85,2.14,0.67
618819.0,0.97,-0.18,0.1,-0.43,1.89,0.31
618829.0,0.96,-0.19,0.1,-0.24,2.32,0.73
618839.0,0.96,-0.19,0.09,-0.18,2.38,0.12
618849.0,0.97,-0.18,0.1,-0.12,2.2,0.67
618859.0,0.96,-0.2,0.11,-0.18,2.44,-0.06
618869.0,0.96,-0.19,0.1,-0.61,2.44,0.31
618879.0,0.97,-0.19,0.1,-0.61,2.38,0.43
618889.0,0.96,-0.19,0.1,-0.55,1.83,0.24
618899.0,0.96,-0.19,0.1,-1.04,2.5,0.43
618909.0,0.95,-0.18,0.1,-0.31,2.5,0.31
618919.0,0.97,-0.19,0.09,-0.73,1.89,0.24
618929.0,0.97,-0.19,0.1,-0.49,2.56,0.24
618939.0,0.97,-0.19,0.09,-0.37,2.56,0.31
618949.0,0.96,-0.2,0.09,-0.55,2.81,0.37
618959.0,0.98,-0.19,0.09,-0.61,2.26,-0.06
618969.0,0.97,-0.18,0.11,-0.12,2.44,0.12
618979.0,0.96,-0.19,0.09,-0.79,2.62,0.49
618989.0,0.96,-0.2,0.11,-0.55,2.38,0.18
618999.0,0.96,-0.18,0.1,-0.85,2.38,0.49
619009.0,0.96,-0.19,0.1,-0.85,2.38,0.61
619019.0,0.96,-0.2,0.08,-0.79,2.62,0.43
619029.0,0.97,-0.19,0.1,-0.55,2.2,0.67
619039.0,0.97,-0.19,0.1,-0.79,2.44,0.24
619049.0,0.96,-0.19,0.1,-0.37,2.26,0.43
619059.0,0.97,-0.18,0.09,-0.61,2.26,0.43
619069.0,0.95,-0.2,0.1,-0.98,2.26,0.18
619079.0,0.97,-0.2,0.09,-0.55,2.44,0.18
619089.0,0.95,-0.18,0.09,-0.98,2.26,0.12
619099.0,0.96,-0.18,0.09,-0.37,2.44,0.18
619109.0,0.96,-0.2,0.09,-0.61,2.38,0.43
619119.0,0.96,-0.19,0.1,-0.43,2.44,0.24
619129.0,0.97,-0.19,0.12,-0.61,1.95,0.24
619139.0,0.96,-0.18,0.1,-1.04,1.95,0.24
619149.0,0.96,-0.18,0.11,-0.49,2.44,0.0
619159.0,0.95,-0.18,0.11,-0.18,2.38,-0.06
619169.0,0.95,-0.19,0.09,-0.85,2.26,0.24
619179.0,0.97,-0.21,0.09,-0.55,2.56,0.43
619189.0,0.96,-0.19,0.09,-0.67,2.44,0.0
619199.0,0.95,-0.2,0.1,-0.43,2.01,0.31
619209.0,0.98,-0.19,0.1,-0.67,2.38,-0.06
619219.0,0.96,-0.19,0.09,-0.43,2.56,-0.18
619229.0,0.97,-0.2,0.09,-0.24,2.08,0.0
619239.0,0.96,-0.19,0.1,-0.43,2.2,0.49
619249.0,0.96,-0.19,0.1,-0.31,2.26,0.49
619259.0,0.95,-0.19,0.1,-0.31,2.38,0.0
619269.0,0.96,-0.19,0.09,-0.61,2.08,0.18
619279.0,0.97,-0.19,0.1,-0.37,2.32,0.31
619289.0,0.97,-0.2,0.09,-0.55,2.5,0.18
619299.0,0.97,-0.18,0.1,-0.24,2.75,0.61
619309.0,0.97,-0.19,0.09,-0.67,1.89,0.06
619319.0,0.96,-0.19,0.1,-0.31,2.08,0.0
619329.0,0.95,-0.2,0.1,-0.31,2.14,0.31
619339.0,0.95,-0.18,0.1,-0.24,2.62,0.55
619349.0,0.95,-0.19,0.1,-0.61,1.89,-0.06
619359.0,0.95,-0.2,0.1,-0.37,2.14,0.55
619369.0,0.97,-0.2,0.11,-0.31,2.32,0.49
619379.0,0.97,-0.19,0.1,-0.24,2.01,0.49
619389.0,0.97,-0.17,0.09,-0.37,1.95,0.37
619399.0,0.96,-0.2,0.1,-0.79,1.95,0.73
619409.0,0.96,-0.18,0.09,-0.31,2.38,-0.12
619419.0,0.95,-0.19,0.09,-0.55,2.2,0.31
619429.0,0.95,-0.19,0.11,-0.31,2.01,0.37
619439.0,0.96,-0.2,0.12,-0.43,2.32,0.49
619449.0,0.96,-0.2,0.11,-0.49,2.56,0.06
619459.0,0.95,-0.2,0.1,-0.55,2.5,0.31
619469.0,0.97,-0.18,0.1,-0.06,2.2,0.18
619479.0,0.97,-0.19,0.12,-0.18,1.89,0.49
619489.0,0.97,-0.17,0.1,-0.61,2.5,0.31
619499.0,0.95,-0.19,0.12,-0.61,1.95,0.43
619509.0,0.97,-0.18,0.09,-0.61,2.14,0.73
619519.0,0.96,-0.2,0.1,0.0,1.83,-0.24
619529.0,0.97,-0.19,0.11,0.12,2.44,0.31
619539.0,0.97,-0.19,0.11,-0.49,1.95,0.24
619549.0,0.96,-0.2,0.1,-0.55,1.89,0.79
619559.0,0.95,-0.19,0.11,-0.67,2.2,0.43
619569.0,0.96,-0.19,0.1,-0.31,2.26,0.43
619579.0,0.96,-0.18,0.09,0.24,2.38,0.37
619589.0,0.95,-0.19,0.1,-0.37,2.01,0.31
619599.0,0.96,-0.19,0.11,-0.37,2.62,0.43
619609.0,0.97,-0.17,0.1,-0.43,2.14,0.31
619619.0,0.95,-0.19,0.1,-0.12,2.56,0.24
619629.0,0.97,-0.19,0.1,-0.43,2.69,0.43
619639.0,0.96,-0.2,0.1,0.0,2.38,0.49
619649.0,0.96,-0.19,0.1,-0.31,2.01,0.61
619659.0,0.96,-0.19,0.09,-0.43,1.83,0.43
619669.0,0.96,-0.18,0.09,-0.43,2.01,0.37
619679.0,0.95,-0.19,0.1,-0.12,2.08,-0.06
619689.0,0.96,-0.19,0.11,0.18,1.83,0.55
619699.0,0.96,-0.19,0.1,-0.67,2.69,-0.06
619709.0,0.95,-0.2,0.12,-0.79,2.01,0.31
619719.0,0.96,-0.19,0.09,-0.31,2.14,0.24
619729.0,0.94,-0.2,0.11,-0.92,2.5,0.12
619739.0,0.96,-0.2,0.11,-0.31,2.26,0.37
619749.0,0.95,-0.2,0.1,0.06,2.32,0.43
619759.0,0.97,-0.2,0.09,-0.37,2.38,0.24
619769.0,0.94,-0.19,0.11,-0.43,2.32,0.55
619779.0,0.96,-0.19,0.08,-0.37,2.01,0.61
619789.0,0.97,-0.19,0.1,-0.67,2.44,0.18
619799.0,0.95,-0.19,0.12,-0.73,2.32,0.31
619809.0,0.96,-0.18,0.11,-0.43,2.2,0.31
619819.0,0.96,-0.19,0.1,-0.73,2.5,0.37
619829.0,0.95,-0.2,0.1,-0.18,2.44,0.24
619839.0,0.96,-0.19,0.1,0.0,2.2,0.06
619849.0,0.97,-0.2,0.09,-0.12,2.32,0.37
619859.0,0.96,-0.19,0.1,-0.92,2.32,0.12
619869.0,0.97,-0.19,0.11,-0.49,2.44,0.18
619879.0,0.97,-0.19,0.09,-0.12,2.08,0.06
619889.0,0.97,-0.19,0.09,-0.67,2.2,0.06
619899.0,0.96,-0.19,0.1,0.06,2.56,0.24
619909.0,0.96,-0.2,0.1,-0.49,2.56,-0.12
619919.0,0.97,-0.19,0.11,-0.37,2.38,0.0
619929.0,0.97,-0.18,0.1,-0.49,2.62,-0.06
619939.0,0.94,-0.19,0.11,-0.49,1.83,0.0
619949.0,0.97,-0.19,0.1,-0.55,2.2,0.0
619959.0,0.97,-0.19,0.1,-0.37,2.32,0.18
619969.0,0.95,-0.19,0.11,-0.12,1.89,-0.24
619979.0,0.97,-0.2,0.09,-0.37,2.2,-0.18
619989.0,0.97,-0.19,0.11,-0.98,2.26,0.37
619999.0,0.96,-0.18,0.08,-0.49,2.08,0.49
620009.0,0.96,-0.2,0.1,-0.55,2.38,0.61
620019.0,0.98,-0.19,0.1,-0.18,2.56,0.49
620029.0,0.96,-0.19,0.11,-0.31,2.2,0.24
620039.0,0.97,-0.18,0.1,-0.55,2.01,0.61
620049.0,0.96,-0.19,0.09,0.0,2.38,-0.06
620059.0,0.97,-0.19,0.1,-0.67,1.89,-0.06
620069.0,0.97,-0.2,0.09,-0.43,2.38,0.61
620079.0,0.96,-0.2,0.09,-0.43,2.26,-0.24
620089.0,0.95,-0.19,0.09,-0.31,2.38,0.06
620099.0,0.96,-0.2,0.11,-0.12,2.38,0.49
620109.0,0.97,-0.19,0.1,-0.49,1.95,0.55
620119.0,0.96,-0.19,0.11,-0.43,2.2,-0.24
620129.0,0.95,-0.19,0.09,0.06,2.44,0.0
620139.0,0.95,-0.2,0.11,-0.85,2.5,0.31
620149.0,0.95,-0.18,0.08,0.18,2.32,0.31
620159.0,0.96,-0.19,0.1,-0.24,2.01,0.12
620169.0,0.95,-0.19,0.11,-0.18,2.38,0.12
620179.0,0.96,-0.19,0.1,-0.06,2.14,0.37
620189.0,0.97,-0.18,0.08,-0.18,2.26,0.06
620199.0,0.96,-0.19,0.1,-0.24,2.5,0.24
620209.0,0.97,-0.19,0.1,-0.73,2.14,0.31
620219.0,0.95,-0.19,0.11,0.06,2.14,0.12
620229.0,0.96,-0.18,0.11,-0.06,2.44,0.37
620239.0,0.96,-0.18,0.11,-0.37,2.62,0.73
620249.0,0.95,-0.19,0.1,-0.37,2.56,0.49
620259.0,0.96,-0.19,0.11,-0.06,2.01,0.67
620269.0,0.96,-0.19,0.11,-0.31,2.56,0.61
620279.0,0.96,-0.18,0.1,0.0,2.62,-0.06
620289.0,0.95,-0.21,0.1,-0.73,2.26,0.18
620299.0,0.97,-0.19,0.1,-0.12,2.81,0.06
620309.0,0.96,-0.19,0.1,-0.31,2.56,0.31
620319.0,0.95,-0.21,0.11,0.12,2.08,0.55
620329.0,0.97,-0.19,0.11,-0.43,2.32,0.18
620339.0,0.95,-0.19,0.1,-0.31,2.75,0.0
620349.0,0.96,-0.18,0.09,-0.12,2.5,0.55
620359.0,0.96,-0.19,0.11,-0.61,2.81,0.18
620369.0,0.96,-0.18,0.1,-0.06,2.32,0.73
620379.0,0.96,-0.19,0.1,0.24,2.81,0.0
620389.0,0.96,-0.19,0.1,0.12,2.69,0.24
620399.0,0.95,-0.18,0.11,-0.79,2.38,0.0
620409.0,0.96,-0.19,0.1,-0.31,2.14,-0.06
620419.0,0.97,-0.19,0.09,-0.12,2.01,0.24
620429.0,0.96,-0.18,0.1,-0.73,2.69,0.06
620439.0,0.96,-0.19,0.11,0.06,2.44,0.0
620449.0,0.95,-0.17,0.1,-0.67,2.5,0.49
620459.0,0.97,-0.18,0.09,-0.12,2.01,0.37
620469.0,0.95,-0.2,0.1,-0.79,2.26,0.43
620479.0,0.96,-0.19,0.1,-0.43,2.38,-0.18
620489.0,0.96,-0.19,0.11,-0.49,2.26,0.31
620499.0,0.97,-0.2,0.1,-0.18,2.38,0.37
620509.0,0.97,-0.2,0.11,-0.37,2.62,0.18
620519.0,0.97,-0.19,0.1,-0.85,1.65,-0.06
620529.0,0.97,-0.19,0.09,-0.37,2.14,0.12
620539.0,0.95,-0.18,0.09,-0.18,2.5,0.18
620549.0,0.96,-0.19,0.09,-0.06,2.01,0.31
620559.0,0.96,-0.19,0.1,-0.06,2.08,0.73
620569.0,0.96,-0.19,0.1,-0.73,2.5,0.55
620579.0,0.97,-0.19,0.1,-0.61,2.62,0.37
620589.0,0.98,-0.18,0.09,-0.31,2.2,0.12
620599.0,0.96,-0.19,0.1,0.06,2.5,0.55
620609.0,0.97,-0.17,0.1,-0.79,2.32,-0.12
620619.0,0.96,-0.2,0.11,-0.12,2.26,0.06
620629.0,0.96,-0.19,0.09,-0.43,2.93,0.06
620639.0,0.96,-0.18,0.11,-0.18,2.62,0.0
620649.0,0.96,-0.19,0.11,0.06,1.83,0.12
620659.0,0.96,-0.19,0.11,-0.49,2.5,-0.18
620669.0,0.95,-0.18,0.1,-0.43,2.01,0.49
620679.0,0.97,-0.18,0.11,0.12,2.14,0.61
620689.0,0.96,-0.17,0.1,-0.43,2.69,0.61
620699.0,0.96,-0.17,0.09,-0.06,2.01,0.06
620709.0,0.96,-0.19,0.1,-0.73,2.14,0.18
620719.0,0.95,-0.19,0.1,-0.67,2.32,1.1
620729.0,0.95,-0.18,0.1,-0.55,2.5,0.24
620739.0,0.96,-0.19,0.12,-0.79,2.2,0.67
620749.0,0.98,-0.19,0.09,-0.73,2.2,0.61
620759.0,0.96,-0.18,0.11,-0.37,2.38,0.31
620769.0,0.97,-0.18,0.1,-0.37,2.44,0.37
620779.0,0.96,-0.19,0.11,-0.24,2.14,0.37
620789.0,0.96,-0.19,0.1,-0.61,2.32,0.61
620799.0,0.97,-0.2,0.11,-0.92,2.5,0.24
620809.0,0.96,-0.19,0.1,-0.49,1.95,0.18
620819.0,0.96,-0.18,0.1,-0.24,2.01,0.37
620829.0,0.95,-0.19,0.11,-0.61,2.2,0.67
620839.0,0.95,-0.19,0.1,0.24,2.26,0.37
620849.0,0.96,-0.19,0.11,-0.49,2.62,0.67
620859.0,0.96,-0.19,0.11,-0.43,2.44,0.0
620869.0,0.96,-0.19,0.1,-0.18,1.89,0.67
620879.0,0.96,-0.19,0.1,-0.18,2.5,0.24
620889.0,0.95,-0.19,0.1,-0.43,1.95,0.61
620899.0,0.97,-0.19,0.1,-0.37,2.38,0.0
620909.0,0.96,-0.19,0.11,0.12,2.5,0.31
620919.0,0.96,-0.19,0.1,-0.31,2.56,0.18
620929.0,0.96,-0.19,0.11,-0.24,2.26,0.31
620939.0,0.97,-0.2,0.1,0.0,2.26,0.12
620949.0,0.96,-0.19,0.1,0.0,2.5,0.06
620959.0,0.96,-0.21,0.1,-0.98,2.01,-0.24
620969.0,0.96,-0.2,0.1,-0.43,2.32,-0.55
620979.0,0.96,-0.19,0.1,-0.67,2.08,-0.18
620989.0,0.97,-0.19,0.1,-0.55,2.5,-0.67
620999.0,0.96,-0.18,0.11,-0.61,2.62,-0.37
621009.0,0.97,-0.2,0.1,-0.43,1.95,-0.18
621019.0,0.95,-0.2,0.1,-0.18,2.38,-0.43
621029.0,0.97,-0.17,0.1,-0.55,2.5,0.12
621039.0,0.96,-0.18,0.11,-0.31,2.26,-0.31
621049.0,0.96,-0.18,0.1,-0.31,2.2,-0.24
621059.0,0.95,-0.18,0.1,-0.55,2.62,0.06
621069.0,0.98,-0.18,0.1,-1.1,2.14,0.0
621079.0,0.97,-0.18,0.08,-0.49,2.26,0.18
621089.0,0.96,-0.19,0.09,-0.73,2.38,0.0
621099.0,0.96,-0.19,0.11,-0.67,2.01,0.12
621109.0,0.96,-0.18,0.1,-0.92,2.5,0.31
621119.0,0.96,-0.19,0.1,-0.67,2.32,0.73
621129.0,0.96,-0.19,0.11,-0.31,2.38,0.18
621139.0,0.97,-0.19,0.1,-0.67,2.14,0.18
621149.0,0.98,-0.19,0.1,0.0,2.2,0.43
621159.0,0.96,-0.19,0.09,-0.06,1.89,0.12
621169.0,0.97,-0.19,0.11,-0.67,2.56,0.73
621179.0,0.96,-0.19,0.1,-0.37,2.2,0.43
621189.0,0.96,-0.18,0.11,-0.18,2.2,0.06
621199.0,0.96,-0.19,0.1,-0.85,2.2,0.18
621209.0,0.96,-0.19,0.11,-0.06,2.44,0.24
621219.0,0.96,-0.19,0.1,-0.31,2.01,0.06
621229.0,0.97,-0.2,0.09,-0.18,2.32,0.18
621239.0,0.95,-0.2,0.11,0.12,2.2,0.18
621249.0,0.97,-0.19,0.1,-0.43,2.14,0.18
621259.0,0.97,-0.19,0.11,-0.49,2.44,0.06
621269.0,0.96,-0.18,0.11,-0.12,2.38,0.18
621279.0,0.95,-0.18,0.1,-0.24,2.38,0.31
621289.0,0.97,-0.19,0.09,-0.37,2.32,0.12
621299.0,0.96,-0.18,0.1,0.12,2.14,0.0
621309.0,0.96,-0.19,0.11,-0.18,2.26,0.12
621319.0,0.95,-0.19,0.11,-0.24,2.44,0.43
621329.0,0.97,-0.18,0.09,0.31,2.38,0.18
621339.0,0.96,-0.17,0.1,0.12,2.08,0.12
621349.0,0.98,-0.19,0.1,-0.49,2.56,0.12
621359.0,0.96,-0.19,0.09,-0.31,2.2,0.37
621369.0,0.96,-0.2,0.1,-0.06,2.44,0.67
621379.0,0.97,-0.18,0.1,0.0,2.44,0.67
621389.0,0.97,-0.19,0.1,0.24,2.69,0.49
621399.0,0.96,-0.19,0.1,-0.12,2.44,0.31
621409.0,0.96,-0.19,0.09,-0.55,2.32,0.79
621419.0,0.95,-0.18,0.1,0.0,2.2,0.06
621429.0,0.95,-0.19,0.11,0.12,2.32,0.79
621439.0,0.97,-0.19,0.11,-0.12,2.08,0.61
621449.0,0.96,-0.19,0.11,-0.37,1.53,-0.06
621459.0,0.95,-0.2,0.11,-0.06,2.62,0.92
621469.0,0.95,-0.2,0.11,-0.61,2.26,0.67
621479.0,0.96,-0.19,0.11,-0.12,1.83,0.85
621489.0,0.96,-0.18,0.09,-0.24,2.01,0.49
621499.0,0.97,-0.18,0.09,-0.92,2.2,0.43
621509.0,0.96,-0.19,0.1,0.37,2.2,0.55
621519.0,0.96,-0.19,0.1,-0.12,2.08,0.0
621529.0,0.97,-0.18,0.11,-0.06,2.32,0.24
621539.0,0.97,-0.18,0.1,-0.06,1.83,-0.18
621549.0,0.98,-0.19,0.1,-0.49,2.26,0.43
621559.0,0.97,-0.19,0.09,-0.18,2.2,0.61
621569.0,0.96,-0.21,0.1,-0.31,2.2,0.37
621579.0,0.96,-0.19,0.1,-0.37,1.95,0.73
